Instance,Income
112361,155326.2981
112362,58782.37367
112363,49574.49268
112364,6848.506125
112365,5664.01244
112366,19283.31805
112367,24882.61582
112368,45211.97951
112369,162011.8435
112370,29237.34262
112371,407810.9308
112372,91827.38755
112373,63309.07106
112374,14413.2592
112375,25188.65169
112376,99570.39157
112377,110942.57
112378,61127.90023
112379,101077.9585
112380,69667.50303
112381,68343.76766
112382,94144.44447
112383,19550.62198
112384,220214.2502
112385,9577.208995
112386,162590.3446
112387,54084.32897
112388,48056.78112
112389,25603.83769
112390,15862.13947
112391,5938.698564
112392,120416.4649
112393,40822.36323
112394,58956.45506
112395,10606.16966
112396,107421.2531
112397,43166.5907
112398,448055.1658
112399,79785.92272
112400,75988.9823
112401,106122.6422
112402,909274.9386
112403,156466.5857
112404,120029.2382
112405,57455.1321
112406,23143.60999
112407,11938.99841
112408,12771.49004
112409,52925.74236
112410,22415.75753
112411,136902.2163
112412,111442.1756
112413,27620.72176
112414,75134.64211
112415,145294.1138
112416,79877.63765
112417,109210.3185
112418,57300.92717
112419,210809.0147
112420,56877.25665
112421,222576.3727
112422,116171.0502
112423,46218.68568
112424,5636.53663
112425,37501.33766
112426,84083.77455
112427,278471.5321
112428,151901.8602
112429,9681.055843
112430,21970.38125
112431,139363.078
112432,34205.9634
112433,73962.20205
112434,31865.68499
112435,79710.99474
112436,38829.45655
112437,73250.1251
112438,112899.171
112439,14938.39955
112440,271736.0012
112441,38389.64031
112442,331768.1296
112443,54056.05785
112444,26677.25258
112445,72997.55383
112446,489541.9669
112447,758458.8192
112448,62785.55516
112449,81981.22952
112450,32732.78567
112451,126964.8205
112452,11546.28711
112453,27698.72445
112454,110809.9409
112455,709619.7505
112456,48553.70679
112457,182009.0777
112458,117500.7519
112459,39027.74759
112460,51642.85525
112461,454741.8105
112462,91418.53157
112463,44726.9221
112464,66569.23194
112465,138311.743
112466,165882.5538
112467,47919.90069
112468,38385.0241
112469,63793.42377
112470,26626.69137
112471,55350.47696
112472,182180.9369
112473,110989.3692
112474,24031.02655
112475,91612.56197
112476,90627.4342
112477,33223.13822
112478,73462.64813
112479,10407.90583
112480,54239.10204
112481,180346.9807
112482,43021.49914
112483,291763.0389
112484,46764.77287
112485,77264.78905
112486,20017.92657
112487,22745.73848
112488,145674.5971
112489,46731.96397
112490,303708.2719
112491,68140.93099
112492,48560.66651
112493,371017.5805
112494,11913.22424
112495,3409.117445
112496,23271.34601
112497,228177.5615
112498,9200.960253
112499,56947.09384
112500,13858.36489
112501,65342.76042
112502,64532.92571
112503,47013.47802
112504,37785.71731
112505,24374.88043
112506,77389.89901
112507,89125.60227
112508,84936.53711
112509,13154.80754
112510,39294.00171
112511,132908.1947
112512,8923.417714
112513,53066.97898
112514,30604.90656
112515,75931.94893
112516,95670.00153
112517,8090.561573
112518,67171.51805
112519,19686.63313
112520,18269.33246
112521,169300.6007
112522,51662.42333
112523,26551.96669
112524,78527.17874
112525,8096.851695
112526,22103.58543
112527,46216.94672
112528,32820.58523
112529,18346.64393
112530,108027.8037
112531,119600.7569
112532,177155.8865
112533,112259.4913
112534,234224.814
112535,54519.69315
112536,112679.5165
112537,33120.17168
112538,14911.55431
112539,150487.7431
112540,22061.88619
112541,82656.19965
112542,230597.9321
112543,54123.99983
112544,230262.8056
112545,34223.41137
112546,29551.26292
112547,103380.4562
112548,639109.9817
112549,71469.92326
112550,79848.90533
112551,7757.138059
112552,139551.3751
112553,55358.41545
112554,88975.76728
112555,25025.21113
112556,88777.19213
112557,48477.76418
112558,102579.878
112559,32535.59492
112560,30525.87511
112561,181246.4978
112562,20922.77761
112563,142790.6322
112564,397453.6229
112565,142520.8147
112566,33104.22682
112567,62773.55138
112568,22712.95898
112569,109885.6857
112570,37032.5371
112571,134699.8266
112572,177599.8579
112573,19880.71479
112574,67189.52927
112575,90897.41241
112576,72969.21778
112577,346373.1587
112578,303633.3287
112579,90372.6008
112580,136564.9551
112581,38787.1222
112582,14612.49671
112583,11023.52679
112584,204323.8758
112585,27559.13665
112586,23649.23146
112587,130081.0433
112588,83225.2144
112589,199482.1705
112590,6949.201821
112591,136109.4312
112592,35493.14829
112593,22139.69227
112594,35244.76152
112595,26671.98612
112596,71439.20695
112597,49675.52256
112598,24491.85934
112599,6198.759808
112600,24734.57195
112601,138105.5922
112602,22501.4497
112603,81923.93986
112604,157295.8056
112605,18167.83122
112606,52841.46137
112607,43432.37407
112608,88774.33845
112609,191166.3264
112610,63661.80662
112611,183596.6407
112612,166210.2327
112613,103953.4039
112614,188638.7567
112615,64606.54807
112616,92595.09322
112617,107214.8323
112618,416011.8571
112619,35717.62901
112620,28092.972
112621,19739.52497
112622,103098.0118
112623,65278.53062
112624,36708.7537
112625,43405.03307
112626,130460.0098
112627,36462.19496
112628,47639.49965
112629,50690.29264
112630,46800.42183
112631,71791.85918
112632,198764.3571
112633,138115.0703
112634,31132.6423
112635,52707.37301
112636,78938.8913
112637,176052.8161
112638,18127.21429
112639,50361.78475
112640,31411.2994
112641,28483.19339
112642,247954.4147
112643,38968.20893
112644,112154.3078
112645,67207.38927
112646,7100.189354
112647,34653.53399
112648,61827.32053
112649,32835.90076
112650,6638.93932
112651,42281.89887
112652,16768.14035
112653,36309.36576
112654,41943.9213
112655,32065.50505
112656,16489.5404
112657,300672.2991
112658,632319.7945
112659,102957.027
112660,39661.1378
112661,191156.3686
112662,101166.9857
112663,103149.9794
112664,252541.6968
112665,418189.2306
112666,106842.1708
112667,26338.66439
112668,30579.97619
112669,115696.8025
112670,6654.434615
112671,213391.4097
112672,113432.6291
112673,50705.81718
112674,29204.0491
112675,46647.45937
112676,38146.84299
112677,41633.90862
112678,13705.96496
112679,100145.7099
112680,130116.8543
112681,23229.50447
112682,110488.6025
112683,8176.779508
112684,226849.7406
112685,37380.11954
112686,30760.39726
112687,17444.95692
112688,25441.70518
112689,117202.5539
112690,35593.08326
112691,64390.32728
112692,33832.45088
112693,122214.6133
112694,35305.47183
112695,156681.224
112696,154622.4579
112697,112538.3664
112698,89629.94886
112699,291773.3446
112700,214101.167
112701,392602.6479
112702,127500.0789
112703,37803.06494
112704,54029.27803
112705,292394.5754
112706,71062.85773
112707,37885.72338
112708,123396.2237
112709,135429.7918
112710,59483.85862
112711,75088.57418
112712,10191.42229
112713,53591.99364
112714,119606.4181
112715,114494.351
112716,33175.35104
112717,14287.25432
112718,87047.27579
112719,31756.9396
112720,27895.58322
112721,37018.58309
112722,44654.21027
112723,29154.86219
112724,42334.03403
112725,60722.51299
112726,4338.724823
112727,84763.70696
112728,141295.3669
112729,60294.28962
112730,27503.49626
112731,51728.28207
112732,17077.00684
112733,63180.24483
112734,191938.6569
112735,16495.45461
112736,59336.72878
112737,64943.16324
112738,433099.6049
112739,26020.92781
112740,86427.33397
112741,6954.204293
112742,8734.623608
112743,32020.45695
112744,107206.6302
112745,147241.565
112746,44436.61161
112747,66126.24023
112748,305125.8372
112749,55652.73411
112750,6387.76021
112751,302193.9472
112752,56700.39856
112753,24118.38418
112754,96939.2107
112755,39156.88544
112756,52200.55008
112757,92244.99989
112758,20105.04216
112759,3072.099308
112760,40701.73537
112761,100677.8545
112762,347852.1282
112763,22502.74151
112764,138041.9239
112765,27241.40108
112766,79896.83055
112767,852783.6756
112768,17730.7905
112769,90478.9721
112770,43198.22618
112771,60882.10654
112772,22896.32734
112773,92085.99568
112774,16301.41947
112775,66385.30296
112776,32769.66063
112777,30588.36221
112778,700496.5776
112779,187603.4195
112780,156283.2277
112781,92444.62571
112782,40153.62446
112783,50785.03787
112784,49132.74922
112785,16303.98206
112786,85385.7835
112787,36917.08659
112788,32383.86084
112789,74334.69932
112790,126691.4445
112791,110909.0044
112792,12127.10831
112793,65791.48029
112794,620091.2528
112795,30546.02155
112796,40026.51858
112797,43096.30003
112798,77572.65456
112799,118396.8651
112800,41349.55647
112801,9741.517876
112802,153690.4012
112803,506125.4682
112804,29619.88888
112805,41582.61522
112806,20908.65519
112807,17630.43654
112808,283047.0066
112809,19924.27755
112810,175810.5096
112811,149421.3053
112812,77322.90207
112813,215515.1811
112814,54460.09868
112815,44691.99417
112816,32303.48571
112817,67857.31079
112818,52307.43432
112819,54145.7744
112820,322129.4181
112821,24324.88948
112822,32950.03323
112823,38501.46428
112824,31836.16892
112825,26857.45629
112826,68278.04839
112827,42120.68182
112828,81304.80334
112829,23359.63734
112830,77513.99995
112831,72355.12733
112832,74859.68427
112833,125661.1136
112834,51785.73682
112835,137677.3169
112836,36033.28174
112837,132553.5328
112838,443212.4699
112839,28570.01547
112840,133375.4168
112841,52098.71259
112842,188375.9461
112843,52110.97302
112844,21126.30162
112845,47869.42866
112846,284388.5188
112847,64220.31512
112848,193781.8054
112849,125077.3385
112850,175443.0508
112851,175923.7302
112852,21823.16865
112853,319170.8737
112854,33103.72519
112855,309493.0187
112856,42161.61592
112857,18091.01071
112858,40699.09878
112859,130959.0508
112860,45774.54276
112861,212933.4913
112862,12408.11439
112863,70774.20729
112864,196848.6447
112865,4941.631649
112866,254530.0759
112867,6821.885521
112868,23159.98904
112869,80184.97188
112870,81745.96623
112871,142265.2223
112872,28820.25081
112873,147103.5471
112874,90843.43196
112875,77945.6125
112876,208247.951
112877,41521.18842
112878,357335.1603
112879,335321.0904
112880,54873.5321
112881,46481.07277
112882,511371.5823
112883,29038.58391
112884,23311.20666
112885,53870.95357
112886,84826.53796
112887,20611.91684
112888,108810.883
112889,86482.02233
112890,196452.0015
112891,145178.6897
112892,69677.37882
112893,39221.35447
112894,285882.1969
112895,25799.21306
112896,1174.782366
112897,55952.90222
112898,178968.6736
112899,24082.40166
112900,49591.93783
112901,65404.83789
112902,29237.83676
112903,183866.0604
112904,220703.8062
112905,55984.24316
112906,49021.4192
112907,4952.431581
112908,1004.6674
112909,456549.7259
112910,123057.8243
112911,61845.78209
112912,20947.35536
112913,76130.15819
112914,9005.122171
112915,208775.2061
112916,312446.6821
112917,79002.41158
112918,90301.76909
112919,49743.93069
112920,35782.18919
112921,23355.89345
112922,145965.448
112923,91606.2998
112924,69718.94412
112925,185615.4398
112926,2416.637047
112927,3547.819562
112928,34458.2356
112929,79019.37914
112930,538989.7124
112931,73544.61941
112932,177698.7914
112933,13248.67906
112934,71073.07027
112935,69374.77215
112936,143621.805
112937,452044.174
112938,56672.48499
112939,19444.57482
112940,48843.40698
112941,425670.6348
112942,25743.21512
112943,273480.5678
112944,49100.47026
112945,128357.7241
112946,53769.64247
112947,33504.08876
112948,41513.93308
112949,45919.17425
112950,160237.947
112951,44471.65807
112952,23970.33463
112953,38281.35767
112954,63350.73877
112955,23071.22436
112956,23530.60112
112957,14139.60651
112958,694163.1094
112959,57031.70926
112960,41602.72493
112961,331477.2416
112962,66658.3826
112963,98295.82752
112964,12497.77781
112965,37440.56264
112966,551946.2387
112967,38033.48434
112968,18379.40003
112969,65543.34175
112970,16152.23624
112971,60137.3435
112972,204344.0989
112973,44169.16711
112974,61599.33607
112975,49065.8815
112976,29630.92866
112977,13731.7673
112978,97234.22456
112979,272596.3545
112980,666195.996
112981,49744.66893
112982,35824.33968
112983,98359.72661
112984,17999.25861
112985,8109.617879
112986,31244.68725
112987,11168.39463
112988,32123.65102
112989,63894.5047
112990,65744.09477
112991,32651.57531
112992,10802.09291
112993,88895.73956
112994,4041.286578
112995,167506.4334
112996,25582.53785
112997,363194.7816
112998,47612.61155
112999,53102.41506
113000,24749.43183
113001,25066.5901
113002,24436.64831
113003,76166.40175
113004,95380.96176
113005,8552.660585
113006,41899.70697
113007,26482.42663
113008,20493.13215
113009,23918.11679
113010,34791.93199
113011,25296.12802
113012,21341.13824
113013,47070.56808
113014,85202.90975
113015,164633.3699
113016,378681.1871
113017,105925.7531
113018,50113.90983
113019,156266.3395
113020,48982.97007
113021,43061.55471
113022,45512.19673
113023,42672.06431
113024,72527.24294
113025,8083.577497
113026,8283.247532
113027,42209.75738
113028,26581.63031
113029,171827.9418
113030,59535.73275
113031,57234.75595
113032,10098.96869
113033,115470.4469
113034,34462.99262
113035,37384.24921
113036,150798.8602
113037,93371.26654
113038,69457.06495
113039,73560.7949
113040,39607.99277
113041,21431.21198
113042,228264.9159
113043,29060.93761
113044,347785.5091
113045,831281.8651
113046,48886.96345
113047,19260.98522
113048,32199.70484
113049,134866.8611
113050,125098.7575
113051,121194.5083
113052,2241.326711
113053,91957.2519
113054,46682.3175
113055,40151.63749
113056,72534.10821
113057,25230.68448
113058,27833.31697
113059,71498.06124
113060,60242.85115
113061,53944.78724
113062,68604.23974
113063,204651.1013
113064,121010.199
113065,40855.68546
113066,15207.71499
113067,68662.10963
113068,93861.63324
113069,14049.40989
113070,95612.96089
113071,160619.184
113072,33834.79342
113073,279067.3919
113074,171048.2672
113075,31443.66611
113076,103842.6078
113077,45285.10346
113078,44525.72614
113079,58004.38191
113080,61942.02857
113081,60745.19162
113082,32607.73704
113083,61424.23498
113084,57454.59844
113085,25209.15217
113086,191619.635
113087,727146.7768
113088,43508.96758
113089,177514.1582
113090,13318.2072
113091,47889.82708
113092,78393.82574
113093,50706.2302
113094,130779.2613
113095,150997.2855
113096,41119.91851
113097,34581.12783
113098,224184.9942
113099,8013.638529
113100,39860.67227
113101,305086.7495
113102,267375.3419
113103,46409.90422
113104,21056.0747
113105,13398.90684
113106,133456.4439
113107,109388.9811
113108,131968.3348
113109,19265.46771
113110,65292.66233
113111,121615.6391
113112,83173.64825
113113,133457.4696
113114,30402.11115
113115,43809.49567
113116,76353.32066
113117,198395.3961
113118,-960.7892222
113119,179593.3751
113120,85768.89925
113121,53022.94155
113122,132119.5016
113123,387917.3616
113124,19785.21204
113125,136236.4815
113126,114242.8278
113127,69201.64825
113128,17862.99952
113129,186944.3709
113130,135699.9429
113131,60758.96984
113132,116960.2171
113133,65983.9164
113134,358781.8997
113135,96824.37959
113136,102852.2082
113137,23533.6782
113138,69822.43764
113139,110731.074
113140,145087.0456
113141,68676.55049
113142,16591.65495
113143,45605.55942
113144,184019.9683
113145,68353.77884
113146,57829.26339
113147,22236.67237
113148,201859.8429
113149,46324.38297
113150,30627.30516
113151,37025.82625
113152,42310.23773
113153,200343.6221
113154,95009.04452
113155,52975.62114
113156,761443.9658
113157,193904.7189
113158,34279.8411
113159,229163.5575
113160,20727.12344
113161,145808.1974
113162,51903.46709
113163,27179.45242
113164,49495.22205
113165,255223.2746
113166,21946.51532
113167,126524.8003
113168,25805.40981
113169,49423.21711
113170,235549.8184
113171,77262.25226
113172,125186.1491
113173,13142.86161
113174,120194.621
113175,56995.9323
113176,80365.24465
113177,98572.47881
113178,35531.00586
113179,6605.734115
113180,9121.394317
113181,46213.29973
113182,26097.87114
113183,26072.54011
113184,44045.28352
113185,99860.97593
113186,124998.5327
113187,151443.9981
113188,19349.01232
113189,159583.8688
113190,20653.56373
113191,16125.4618
113192,28033.38294
113193,94084.37275
113194,49598.10626
113195,217725.1993
113196,33689.86509
113197,820768.1142
113198,85617.94286
113199,45831.56334
113200,26078.94203
113201,41472.25348
113202,15820.30549
113203,28539.93726
113204,142426.2688
113205,726739.1751
113206,82097.29952
113207,28553.14671
113208,205842.7871
113209,109792.1584
113210,109104.5696
113211,24379.31469
113212,90434.51942
113213,54367.64394
113214,34538.11932
113215,78735.85217
113216,71635.43891
113217,13616.27385
113218,37131.08543
113219,8180.93894
113220,168898.0514
113221,10797.426
113222,12201.04492
113223,131718.3205
113224,31201.81617
113225,73492.81524
113226,43758.02096
113227,50450.734
113228,44151.78889
113229,6540.310927
113230,32440.95598
113231,32341.62932
113232,287411.4789
113233,55279.83079
113234,36316.68115
113235,237183.3227
113236,57371.96437
113237,232054.1526
113238,83371.08368
113239,23366.90515
113240,66779.65985
113241,102233.9808
113242,102222.9003
113243,94463.75726
113244,43062.77718
113245,97006.91331
113246,69926.32443
113247,56151.70555
113248,55222.88327
113249,95537.79688
113250,317170.1897
113251,73355.40459
113252,38901.44006
113253,9384.570368
113254,74447.42168
113255,219942.5887
113256,30242.88155
113257,129883.7142
113258,36890.38934
113259,24624.37819
113260,67047.70053
113261,18252.23506
113262,64311.38476
113263,583592.7522
113264,10068.60724
113265,63533.6468
113266,96371.27729
113267,85998.7946
113268,233873.0954
113269,29566.91181
113270,30120.02179
113271,215056.1545
113272,33892.5823
113273,63646.41633
113274,183222.3352
113275,14094.79037
113276,9288.198903
113277,6593.706583
113278,383660.7147
113279,79039.46772
113280,88688.10138
113281,166739.8748
113282,51244.67581
113283,66418.6137
113284,414662.8053
113285,31541.82895
113286,51561.33705
113287,159080.139
113288,64082.55244
113289,76501.39136
113290,26577.74065
113291,32308.91867
113292,337340.5864
113293,6943.763691
113294,31275.30506
113295,365272.2545
113296,34481.01925
113297,36152.64777
113298,51956.58594
113299,42303.31114
113300,59330.06356
113301,22832.16493
113302,123196.9595
113303,67124.43823
113304,166059.4758
113305,59234.85381
113306,27113.51645
113307,163052.1944
113308,41553.76895
113309,59902.70402
113310,14038.86958
113311,72449.25556
113312,32738.66109
113313,180227.3212
113314,21026.15174
113315,116966.7081
113316,47796.20126
113317,78200.79996
113318,25076.54356
113319,17133.07453
113320,83403.09118
113321,28087.66347
113322,30606.07568
113323,49846.78892
113324,3860.721484
113325,11473.0493
113326,28120.96309
113327,44154.93345
113328,6477.438176
113329,326009.8032
113330,170862.7319
113331,13540.12069
113332,50141.66752
113333,208370.0805
113334,28013.56625
113335,8976.681553
113336,142847.0638
113337,7507.949364
113338,91309.36911
113339,23268.03804
113340,62942.0377
113341,141975.5066
113342,77630.19242
113343,18250.81213
113344,5906.963793
113345,13812.09062
113346,68771.29812
113347,87037.49914
113348,119917.595
113349,46541.51081
113350,33810.76288
113351,167054.9968
113352,34339.68258
113353,75863.80582
113354,31400.96859
113355,216231.1569
113356,84622.91874
113357,9747.063893
113358,124821.8322
113359,13295.36954
113360,161571.9266
113361,169788.1966
113362,177225.3773
113363,74473.90327
113364,67555.32569
113365,88084.07177
113366,34559.89688
113367,79331.12443
113368,28850.59613
113369,93611.17955
113370,17345.64151
113371,136532.3636
113372,41700.25357
113373,113720.6639
113374,293668.2941
113375,117449.9435
113376,84257.67055
113377,28895.21298
113378,137774.9334
113379,163026.0851
113380,33877.76975
113381,131250.4578
113382,243744.986
113383,35964.11349
113384,130412.5867
113385,209892.3877
113386,40227.06049
113387,152250.5606
113388,79974.15266
113389,21550.25709
113390,127424.7535
113391,33701.41525
113392,18859.8251
113393,62733.04647
113394,15504.70523
113395,62316.91618
113396,9449.386116
113397,36320.87192
113398,34683.40509
113399,52908.96998
113400,368056.1655
113401,26797.22412
113402,283971.5519
113403,218728.0344
113404,22975.27277
113405,52592.54617
113406,21573.12788
113407,161959.4122
113408,157786.689
113409,88699.79854
113410,9414.573197
113411,45132.36325
113412,53676.57221
113413,569305.639
113414,49692.36247
113415,11092.28141
113416,78772.30147
113417,788484.6502
113418,306534.3039
113419,44067.62941
113420,27552.18346
113421,25106.97277
113422,139431.6618
113423,58970.67919
113424,48762.17327
113425,44561.05594
113426,136955.9648
113427,154148.7106
113428,213822.9137
113429,169704.2
113430,208251.8097
113431,92945.94916
113432,45443.0135
113433,44383.73022
113434,9680.380549
113435,24806.53911
113436,76095.51618
113437,33283.29713
113438,37361.41218
113439,87743.77182
113440,149453.1814
113441,22324.45192
113442,175840.4878
113443,161286.31
113444,145068.9764
113445,59677.28433
113446,19574.1764
113447,35331.19215
113448,35917.67649
113449,120151.0605
113450,133316.7213
113451,48951.47201
113452,118728.1384
113453,151545.5138
113454,267236.6274
113455,49940.31562
113456,36378.72309
113457,46110.43488
113458,88961.23292
113459,41386.85026
113460,39745.05909
113461,4513.19079
113462,41280.53376
113463,15286.34257
113464,82674.95488
113465,845.3328465
113466,24981.07439
113467,38556.27252
113468,102135.8449
113469,24124.57836
113470,55967.19459
113471,29332.77494
113472,837639.1575
113473,225806.752
113474,51699.00339
113475,45320.49302
113476,36818.33698
113477,132191.5375
113478,372685.3144
113479,175840.0564
113480,164379.1342
113481,343557.3772
113482,43441.23424
113483,12951.38845
113484,61496.2599
113485,85832.92062
113486,7778.124435
113487,98540.22467
113488,17830.24506
113489,27963.42992
113490,86440.47926
113491,235277.7804
113492,29407.70871
113493,119232.1267
113494,42111.18359
113495,125414.5459
113496,44216.84702
113497,123613.9614
113498,43200.71116
113499,35994.21419
113500,67475.83392
113501,41038.16656
113502,193996.4089
113503,34352.71485
113504,246165.8647
113505,11950.27394
113506,10098.48745
113507,103453.4126
113508,173208.0659
113509,29676.44501
113510,211411.9435
113511,119358.1933
113512,30557.05896
113513,38623.13406
113514,79506.88932
113515,25733.50681
113516,375824.2941
113517,6584.575048
113518,54428.28956
113519,142435.6804
113520,288272.3807
113521,214373.2216
113522,34793.07761
113523,35283.32517
113524,95853.41208
113525,68961.86016
113526,31922.15587
113527,124016.3899
113528,57821.80078
113529,27969.07734
113530,73705.18178
113531,131228.3951
113532,37023.88723
113533,155110.3555
113534,361561.1387
113535,68661.24909
113536,27322.23613
113537,83818.85428
113538,77805.90191
113539,40349.44406
113540,92055.67346
113541,30043.66904
113542,391831.8636
113543,5376.480586
113544,67222.68469
113545,140813.1748
113546,159229.9917
113547,28447.68108
113548,18848.8917
113549,44571.75924
113550,34400.53989
113551,35941.67853
